device,horizon_h,alpha,rule,base_rate,alert_rate,value
SE0X-LS-1,24,0.300000,bayes_gauss_discrete,0.023134,0.095522,-0.433180
SE0X-LS-1,24,0.300000,bayes_filtered_empirical,0.023134,0.002985,0.082949
SE0X-LS-1,24,0.300000,persistence_alert,0.023134,0.013433,-0.248848
SE0X-LS-1,24,0.500000,bayes_gauss_continuous,0.023134,0.000000,0.000000
SE0X-LS-1,24,0.500000,bayes_gauss_discrete,0.023134,0.000000,0.000000
SE0X-LS-1,24,0.500000,bayes_filtered_empirical,0.023134,0.000000,0.000000
SE0X-LS-1,24,0.500000,persistence_alert,0.023134,0.013433,-0.580645
SE0X-LS-1,48,0.020000,bayes_gauss_continuous,0.325710,1.000000,0.000000
SE0X-LS-1,48,0.020000,bayes_gauss_discrete,0.325710,1.000000,0.000000
SE0X-LS-1,48,0.020000,bayes_filtered_empirical,0.325710,1.000000,0.000000
SE0X-LS-1,48,0.020000,persistence_alert,0.325710,0.332019,-5.032749
SE0X-LS-1,48,0.050000,bayes_gauss_continuous,0.325710,1.000000,0.000000
SE0X-LS-1,48,0.050000,bayes_gauss_discrete,0.325710,1.000000,0.000000
SE0X-LS-1,48,0.050000,bayes_filtered_empirical,0.325710,1.000000,0.000000
SE0X-LS-1,48,0.050000,persistence_alert,0.325710,0.332019,-1.418713
SE0X-LS-1,48,0.100000,bayes_gauss_continuous,0.325710,1.000000,0.000000
SE0X-LS-1,48,0.100000,bayes_gauss_discrete,0.325710,1.000000,0.000000
SE0X-LS-1,48,0.100000,bayes_filtered_empirical,0.325710,0.976341,0.035088
SE0X-LS-1,48,0.100000,persistence_alert,0.325710,0.332019,-0.214035
SE0X-LS-1,48,0.200000,bayes_gauss_continuous,0.325710,0.866719,0.168421
SE0X-LS-1,48,0.200000,bayes_gauss_discrete,0.325710,0.798107,0.270175
SE0X-LS-1,48,0.200000,bayes_filtered_empirical,0.325710,0.673502,0.414035
SE0X-LS-1,48,0.200000,persistence_alert,0.325710,0.332019,0.388304
SE0X-LS-1,48,0.300000,bayes_gauss_continuous,0.325710,0.505521,0.577388
SE0X-LS-1,48,0.300000,bayes_gauss_discrete,0.325710,0.391956,0.585965
SE0X-LS-1,48,0.300000,bayes_filtered_empirical,0.325710,0.252366,0.449903
SE0X-LS-1,48,0.300000,persistence_alert,0.325710,0.332019,0.589084
SE0X-LS-1,48,0.500000,bayes_gauss_continuous,0.325710,0.150631,0.336562
SE0X-LS-1,48,0.500000,bayes_gauss_discrete,0.325710,0.072555,0.150121
SE0X-LS-1,48,0.500000,bayes_filtered_empirical,0.325710,0.000000,0.000000
SE0X-LS-1,48,0.500000,persistence_alert,0.325710,0.332019,0.481840
